"id","monster_id","name","boss","move_ai","movable_count","attack_ai","attackable_count","ai_change_type","ai_percent","ai_point","hp","parts_count","attack","defense","critical","accuracy","miss","position_restriction","x","y","attribute","drop_coin","drop_material1","material_rate1","drop_material2","material_rate2","drop_material3","material_rate3","drop_piece","drop_piece_number","drop_level"
"EEN09026","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2679","99","1190","0","0","100000","0","3","-1","-1","3","37","MTR10215","100000","","","","","","",""
"EEN09027","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","45","","","","","","","","",""
"EEN09028","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","40","","","","","","","","",""
"EEN09029","MON30003","暴躁矿工","0","MAI00005","2","AAI00002","1","","","","2165","99","1881","0","0","100000","0","3","-1","-1","3","42","","","","","","","","",""
"EEN09030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09031","MON30015","龙人唤雷者","0","MAI00005","2","AAI00010","1","","","","4698","99","2419","276","0","100000","0","3","-1","-1","3","76","","","","","","","","",""
"EEN09032","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","3194","99","1340","184","0","100000","0","3","-1","-1","3","51","","","","","","","","",""
"EEN09033","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","44","","","","","","","","",""
"EEN09034","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","37","","","","","","","","",""
"EEN09035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09036","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","13","MTR10056","100000","","","","","","",""
"EEN09037","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","40","","","","","","","","",""
"EEN09038","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","43","","","","","","","","",""
"EEN09039","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","3194","99","1340","184","0","100000","0","3","-1","-1","3","43","","","","","","","","",""
"EEN09040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09041","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","3194","99","1340","184","0","100000","0","3","-1","-1","3","41","","","","","","","","",""
"EEN09042","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","51","","","","","","","","",""
"EEN09043","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","13","","","","","","","","",""
"EEN09044","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","41","","","","","","","","",""
"EEN09045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09046","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","38","MTR10125","100000","","","","","","",""
"EEN09047","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","46","","","","","","","","",""
"EEN09048","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","46","","","","","","","","",""
"EEN09049","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","48","","","","","","","","",""
"EEN09050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09051","MON30075","雷JJ怪","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2151","99","1190","366","0","100000","0","3","-1","-1","3","31","MTR10100","100000","","","","","","",""
"EEN09052","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","39","","","","","","","","",""
"EEN09053","MON30051","雷鸣南瓜","0","MAI00005","2","AAI00002","1","","","","6","99","1329","4500","0","100000","0","3","-1","-1","3","13","PUM30001","50000","STS00001","50000","","","","",""
"EEN09054","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","48","","","","","","","","",""
"EEN09055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09056","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","3194","99","1340","184","0","100000","0","3","-1","-1","3","46","","","","","","","","",""
"EEN09057","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","13","","","","","","","","",""
"EEN09058","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","3194","99","1340","184","0","100000","0","3","-1","-1","3","41","","","","","","","","",""
"EEN09059","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","49","","","","","","","","",""
"EEN09060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09061","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","43","MTR10021","100000","","","","","","",""
"EEN09062","MON30003","暴躁矿工","0","MAI00005","2","AAI00002","1","","","","2165","99","1881","0","0","100000","0","3","-1","-1","3","45","","","","","","","","",""
"EEN09063","MON30015","龙人唤雷者","0","MAI00005","2","AAI00010","1","","","","4698","99","2419","276","0","100000","0","3","-1","-1","3","68","","","","","","","","",""
"EEN09064","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","43","","","","","","","","",""
"EEN09065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09066","MON30003","暴躁矿工","0","MAI00005","2","AAI00002","1","","","","2165","99","1881","0","0","100000","0","3","-1","-1","3","41","","","","","","","","",""
"EEN09067","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2679","99","1190","0","0","100000","0","3","-1","-1","3","34","","","","","","","","",""
"EEN09068","MON30075","雷JJ怪","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2151","99","1190","366","0","100000","0","3","-1","-1","3","31","","","","","","","","",""
"EEN09069","MON30003","暴躁矿工","0","MAI00005","2","AAI00002","1","","","","2165","99","1881","0","0","100000","0","3","-1","-1","3","45","","","","","","","","",""
"EEN09070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09071","MON30075","雷JJ怪","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2151","99","1190","366","0","100000","0","3","-1","-1","3","33","MTR10143","100000","","","","","","",""
"EEN09072","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","52","","","","","","","","",""
"EEN09073","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","3194","99","1340","184","0","100000","0","3","-1","-1","3","43","","","","","","","","",""
"EEN09074","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","15","","","","","","","","",""
"EEN09075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09076","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","44","MTR10216","100000","","","","","","",""
"EEN09077","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","14","","","","","","","","",""
"EEN09078","MON30065","金龙","0","MAI00005","2","AAI00002","1","","","","3686","99","1803","567","0","100000","0","3","-1","-1","3","61","","","","","","","","",""
"EEN09079","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","47","","","","","","","","",""
"EEN09080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09081","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","40","","","","","","","","",""
"EEN09082","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","13","","","","","","","","",""
"EEN09083","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2679","99","1190","0","0","100000","0","3","-1","-1","3","40","","","","","","","","",""
"EEN09084","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","48","","","","","","","","",""
"EEN09085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09086","MON30001","雷元素","0","MAI00005","1","AAI00002","1","","","","3194","99","1340","184","0","100000","0","3","-1","-1","3","45","MTR10158","100000","","","","","","",""
"EEN09087","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","50","","","","","","","","",""
"EEN09088","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","39","","","","","","","","",""
"EEN09089","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","39","","","","","","","","",""
"EEN09090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09091","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","53","","","","","","","","",""
"EEN09092","MON30003","暴躁矿工","0","MAI00005","2","AAI00002","1","","","","2165","99","1881","0","0","100000","0","3","-1","-1","3","37","","","","","","","","",""
"EEN09093","MON30065","金龙","0","MAI00005","2","AAI00002","1","","","","3686","99","1803","567","0","100000","0","3","-1","-1","3","57","","","","","","","","",""
"EEN09094","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2679","99","1190","0","0","100000","0","3","-1","-1","3","43","","","","","","","","",""
"EEN09095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09096","MON30003","暴躁矿工","0","MAI00005","2","AAI00002","1","","","","2165","99","1881","0","0","100000","0","3","-1","-1","3","43","MTR10091","100000","","","","","","",""
"EEN09097","MON30003","暴躁矿工","0","MAI00005","2","AAI00002","1","","","","2165","99","1881","0","0","100000","0","3","-1","-1","3","45","","","","","","","","",""
"EEN09098","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","14","","","","","","","","",""
"EEN09099","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","15","","","","","","","","",""
"EEN09100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09101","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","12","MTR10101","100000","","","","","","",""
"EEN09102","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","50","","","","","","","","",""
"EEN09103","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","40","","","","","","","","",""
"EEN09104","MON30015","龙人唤雷者","0","MAI00005","2","AAI00010","1","","","","4698","99","2419","276","0","100000","0","3","-1","-1","3","71","","","","","","","","",""
"EEN09105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09106","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","37","","","","","","","","",""
"EEN09107","MON30005","雷鸣蝙蝠","0","MAI00005","3","AAI00002","1","","","","2571","99","1678","46","0","100000","0","3","-1","-1","3","41","","","","","","","","",""
"EEN09108","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","47","","","","","","","","",""
"EEN09109","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","16","","","","","","","","",""
"EEN09110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09111","MON30007","暴躁的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","960","99","3571","0","0","100000","0","3","-1","-1","3","52","MTR10217","100000","","","","","","",""
"EEN09112","MON30072","雷小恶魔","0","MAI00005","2","AAI00002","2","","","","2679","99","1989","92","0","100000","0","3","-1","-1","3","49","","","","","","","","",""
"EEN09113","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2679","99","1190","0","0","100000","0","3","-1","-1","3","38","","","","","","","","",""
"EEN09114","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","14","","","","","","","","",""
"EEN09115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09116","MON30015","龙人唤雷者","0","MAI00005","2","AAI00010","1","","","","4698","99","2419","276","0","100000","0","3","-1","-1","3","66","","","","","","","","",""
"EEN09117","MON30065","金龙","0","MAI00005","2","AAI00002","1","","","","3686","99","1803","567","0","100000","0","3","-1","-1","3","54","","","","","","","","",""
"EEN09118","MON30075","雷JJ怪","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2151","99","1190","366","0","100000","0","3","-1","-1","3","36","","","","","","","","",""
"EEN09119","MON30075","雷JJ怪","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2151","99","1190","366","0","100000","0","3","-1","-1","3","33","","","","","","","","",""
"EEN09120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09121","MON30073","雷重火炮","0","MAI00006","1","AAI00112","2","","","","8","99","1367","100000","0","100000","0","3","-1","-1","3","15","MTR10149","100000","","","","","","",""
"EEN09122","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2679","99","1190","0","0","100000","0","3","-1","-1","3","33","","","","","","","","",""
"EEN09123","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2679","99","1190","0","0","100000","0","3","-1","-1","3","40","","","","","","","","",""
"EEN09124","MON30008","雷鸣猫头鹰","0","MAI00005","2","AAI00031","1","","","","2679","99","1190","0","0","100000","0","3","-1","-1","3","39","","","","","","","","",""
"EEN09125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09126","MON30010","鹰身人","1","MAI00005","2","AAI00006","2","","","","23270","99","2462","276","0","100000","0","3","-1","-1","3","293","MTR00004","100000","","","","","","",""
"EEN09127","MON30038","加兹瑞拉的子嗣","1","MAI00005|MAI00005|MAI00005","2|2|2","AAI00007|AAI00009|AAI00007","1|1|1","ACT00001","33000","0","70110","99","2841","276","0","100000","0","3","-1","-1","3","649","MTR00004","100000","","","","","","",""
"EEN09128","MON30028","雷霆作战傀儡","1","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","0","59554","99","2827","276","0","100000","0","3","-1","-1","3","536","MTR00004","100000","","","","","","",""
"EEN09129","MON30067","光法","1","MAI00005|MAI00005|MAI00005","2|2|1","AAI00022|AAI00023|AAI00022","1|1|1","ACT00001","33000","0","63618","99","2729","368","0","100000","0","3","-1","-1","3","743","MTR00012","100000","","","","","MOP10011","1",""
"EEN09130","MON30057","世界萨","1","MAI00005|MAI00005|MAI00005","2|2|2","AAI00107|AAI00014|AAI00107","1|1|1","ACT00001","33000","0","72951","99","3149","384","0","100000","0","3","-1","-1","3","693","MTR00006","100000","","","","","MOP10007","1",""
"EEN09131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN09150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10001","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","39","MTR10055","100000","","","","","","",""
"EEN10002","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","43","","","","","","","","",""
"EEN10003","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","39","","","","","","","","",""
"EEN10004","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","41","","","","","","","","",""
"EEN10005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10006","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","4","35","","","","","","","","",""
"EEN10007","MON40072","森JJ怪","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","4","35","","","","","","","","",""
"EEN10008","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2421","99","1100","0","0","100000","0","3","-1","-1","4","33","","","","","","","","",""
"EEN10009","MON40072","森JJ怪","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","4","33","","","","","","","","",""
"EEN10010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10011","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","4","48","MTR10007","100000","","","","","","",""
"EEN10012","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","4","31","","","","","","","","",""
"EEN10013","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","4","48","","","","","","","","",""
"EEN10014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10016","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2421","99","1100","0","0","100000","0","3","-1","-1","4","31","","","","","","","","",""
"EEN10017","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","4","37","","","","","","","","",""
"EEN10018","MON40069","森小恶魔","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","4","47","","","","","","","","",""
"EEN10019","MON40069","森小恶魔","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","4","38","","","","","","","","",""
"EEN10020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10021","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2421","99","1100","0","0","100000","0","3","-1","-1","4","39","MTR10008","100000","","","","","","",""
"EEN10022","MON40069","森小恶魔","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","4","44","","","","","","","","",""
"EEN10023","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","4","33","","","","","","","","",""
"EEN10024","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","4","38","","","","","","","","",""
"EEN10025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10026","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2421","99","1100","0","0","100000","0","3","-1","-1","4","40","MTR10009","100000","","","","","","",""
"EEN10027","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2421","99","1100","0","0","100000","0","3","-1","-1","4","33","","","","","","","","",""
"EEN10028","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","33","","","","","","","","",""
"EEN10029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10031","MON40069","森小恶魔","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","4","48","","","","","","","","",""
"EEN10032","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","37","","","","","","","","",""
"EEN10033","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","41","","","","","","","","",""
"EEN10034","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","43","","","","","","","","",""
"EEN10035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10036","MON40070","森重火炮","0","MAI00006","1","AAI00113","2","","","","7","99","1240","100000","0","100000","0","3","-1","-1","4","14","MTR10010","100000","","","","","","",""
"EEN10037","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","46","","","","","","","","",""
"EEN10038","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","34","","","","","","","","",""
"EEN10039","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","37","","","","","","","","",""
"EEN10040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10041","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","46","","","","","","","","",""
"EEN10042","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","45","","","","","","","","",""
"EEN10043","MON40070","森重火炮","0","MAI00006","1","AAI00113","2","","","","7","99","1240","100000","0","100000","0","3","-1","-1","4","14","","","","","","","","",""
"EEN10044","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","42","","","","","","","","",""
"EEN10045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10046","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","39","MTR10067","100000","","","","","","",""
"EEN10047","MON40015","龙人撼地者","0","MAI00005","2","AAI00010","1","","","","4242","99","2221","240","0","100000","0","3","-1","-1","4","61","","","","","","","","",""
"EEN10048","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","45","","","","","","","","",""
"EEN10049","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","37","","","","","","","","",""
"EEN10050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10051","MON40007","阴森的奥格瑞玛步兵","0","MAI00005","1","AAI00001","1","","","","900","99","3301","0","0","100000","0","3","-1","-1","4","43","MTR10079","100000","","","","","","",""
"EEN10052","MON40069","森小恶魔","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","4","39","","","","","","","","",""
"EEN10053","MON40051","石化南瓜","0","MAI00005","2","AAI00002","1","","","","6","99","1266","4500","0","100000","0","3","-1","-1","4","12","PUM40001","50000","STS00001","50000","","","","",""
"EEN10054","MON40005","隐匿蝙蝠","0","MAI00005","3","AAI00002","1","","","","2301","99","1530","40","0","100000","0","3","-1","-1","4","34","","","","","","","","",""
"EEN10055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10056","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","37","","","","","","","","",""
"EEN10057","MON40070","森重火炮","0","MAI00006","1","AAI00113","2","","","","7","99","1240","100000","0","100000","0","3","-1","-1","4","12","","","","","","","","",""
"EEN10058","MON40001","森元素","0","MAI00005","1","AAI00002","1","","","","2881","99","1210","160","0","100000","0","3","-1","-1","4","41","","","","","","","","",""
"EEN10059","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2421","99","1100","0","0","100000","0","3","-1","-1","4","30","","","","","","","","",""
"EEN10060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10061","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","4","40","MTR10208","100000","","","","","","",""
"EEN10062","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","4","35","","","","","","","","",""
"EEN10063","MON40069","森小恶魔","0","MAI00005","2","AAI00002","2","","","","2421","99","1821","80","0","100000","0","3","-1","-1","4","37","","","","","","","","",""
"EEN10064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEN10066","MON40003","阴森矿工","0","MAI00005","2","AAI00002","1","","","","1961","99","1701","0","0","100000","0","3","-1","-1","4","36","","","","","","","","",""
"EEN10067","MON40008","隐匿猫头鹰","0","MAI00005","2","AAI00028","1","","","","2421","99","1100","0","0","100000","0","3","-1","-1","4","36","","","","","","","","",""
"EEN10068","MON40072","森JJ怪","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","2001","99","1100","333","0","100000","0","3","-1","-1","4","29","","","","","","","","",""
