"id","name","monster_id","boss","move_ai","movable_count","attack_ai","attackable_count","ai_change_type","ai_percent","ai_point","hp","parts_count","attack","defense","critical","accuracy","miss","position_restriction","x","y","attribute","drop_coin","drop_material1","material_rate1","drop_material2","material_rate2","drop_material3","material_rate3","drop_material4","material_rate4","drop_piece","drop_level"
"SEN11052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN11053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN11054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN11055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN11056","白虎","MON40058","1","MAI00007|MAI00002|MAI00007","3|3|3","AAI00114|AAI00109|AAI00114","1|1|1","ACT00001","33000","","49936","99","3125","384","0","100000","0","3","-1","-1","4","493","MTR10210","100000","","","","","","","",""
"SEN11057","光法","MON30060","1","MAI00005|MAI00005|MAI00005","2|2|1","AAI00022|AAI00023|AAI00022","1|1|1","ACT00001","33000","","63618","99","2729","368","0","100000","0","3","-1","-1","3","577","MTR10212","100000","","","","","","","",""
"SEN11058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN11059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN11060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12001","火重火炮","MON10070","0","MAI00006","1","AAI00110","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","1","21","MTR10233","100000","","","","","","","",""
"SEN12002","水重火炮","MON20070","0","MAI00006","1","AAI00111","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","2","20","","","","","","","","","",""
"SEN12003","龙人唤雷者","MON30015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","3","90","","","","","","","","","",""
"SEN12004","龙人撼地者","MON40015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","4","99","","","","","","","","","",""
"SEN12005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12006","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","5253","99","2437","144","0","100000","0","3","-1","-1","2","72","","","","","","","","","",""
"SEN12007","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","5253","99","2437","144","0","100000","0","3","-1","-1","2","77","","","","","","","","","",""
"SEN12008","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","1218","99","4732","0","0","100000","0","3","-1","-1","1","55","","","","","","","","","",""
"SEN12009","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","3","18","","","","","","","","","",""
"SEN12010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12011","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","3042","99","2655","0","0","100000","0","3","-1","-1","1","56","MTR10234","100000","","","","","","","",""
"SEN12012","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","3042","99","2655","0","0","100000","0","3","-1","-1","2","52","","","","","","","","","",""
"SEN12013","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","1218","99","4732","0","0","100000","0","3","-1","-1","1","67","","","","","","","","","",""
"SEN12014","冰霜作战傀儡","MON20028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","2","137","","","","","","","","","",""
"SEN12015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12016","冰霜作战傀儡","MON20028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","2","130","","","","","","","","","",""
"SEN12017","雷霆作战傀儡","MON30028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","3","109","","","","","","","","","",""
"SEN12018","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","1218","99","4732","0","0","100000","0","3","-1","-1","2","54","","","","","","","","","",""
"SEN12019","雷霆作战傀儡","MON30028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","3","109","","","","","","","","","",""
"SEN12020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12021","龙人唤雷者","MON30015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","3","100","","","","","","","","","",""
"SEN12022","龙人撼地者","MON40015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","4","99","","","","","","","","","",""
"SEN12023","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","3","16","","","","","","","","","",""
"SEN12024","森重火炮","MON40070","0","MAI00006","1","AAI00113","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","4","19","","","","","","","","","",""
"SEN12025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12026","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","5253","99","2437","144","0","100000","0","3","-1","-1","2","81","","","","","","","","","",""
"SEN12027","冰霜作战傀儡","MON20028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","2","135","","","","","","","","","",""
"SEN12028","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","5253","99","2437","144","0","100000","0","3","-1","-1","2","76","","","","","","","","","",""
"SEN12029","鸡巴脸","MON20073","0","MAI00005","3","AAI00002","1","","","","5253","99","2437","144","0","100000","0","3","-1","-1","2","78","","","","","","","","","",""
"SEN12030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12031","火重火炮","MON10070","0","MAI00006","1","AAI00110","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","1","18","","","","","","","","","",""
"SEN12032","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","3042","99","2655","0","0","100000","0","3","-1","-1","2","61","","","","","","","","","",""
"SEN12033","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","3","66","","","","","","","","","",""
"SEN12034","森小恶魔","MON40069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","4","59","","","","","","","","","",""
"SEN12035","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","1218","99","4732","0","0","100000","0","3","-1","-1","2","51","","","","","","","","","",""
"SEN12036","水重火炮","MON20070","0","MAI00006","1","AAI00111","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","2","20","","","","","","","","","",""
"SEN12037","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","3042","99","2655","0","0","100000","0","3","-1","-1","1","58","","","","","","","","","",""
"SEN12038","狂怒的奥格瑞玛步兵","MON10007","0","MAI00005","1","AAI00001","1","","","","1218","99","4732","0","0","100000","0","3","-1","-1","1","53","","","","","","","","","",""
"SEN12039","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","1218","99","4732","0","0","100000","0","3","-1","-1","2","53","","","","","","","","","",""
"SEN12040","龙人唤雷者","MON30015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","3","92","","","","","","","","","",""
"SEN12041","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","3","21","","","","","","","","","",""
"SEN12042","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","3042","99","2655","0","0","100000","0","3","-1","-1","2","54","","","","","","","","","",""
"SEN12043","龙人唤雷者","MON30015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","3","107","","","","","","","","","",""
"SEN12044","冰霜作战傀儡","MON20028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","2","119","","","","","","","","","",""
"SEN12045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12046","森重火炮","MON40070","0","MAI00006","1","AAI00113","2","","","","10","99","1908","100000","0","100000","0","3","-1","-1","4","22","","","","","","","","","",""
"SEN12047","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","3","67","","","","","","","","","",""
"SEN12048","龙人撼地者","MON40015","0","MAI00005","2","AAI00002","1","","","","6659","99","3270","431","0","100000","0","3","-1","-1","4","110","","","","","","","","","",""
"SEN12049","冰霜作战傀儡","MON20028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","2","119","","","","","","","","","",""
"SEN12050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12051","狂怒矿工","MON10003","0","MAI00005","2","AAI00002","1","","","","3042","99","2655","0","0","100000","0","3","-1","-1","1","64","","","","","","","","","",""
"SEN12052","森小恶魔","MON40069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","4","59","","","","","","","","","",""
"SEN12053","森小恶魔","MON40069","0","MAI00005","2","AAI00002","2","","","","3789","99","2711","144","0","100000","0","3","-1","-1","4","65","","","","","","","","","",""
"SEN12054","雷霆作战傀儡","MON30028","0","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","","9465","99","2655","287","0","100000","0","3","-1","-1","3","128","","","","","","","","","",""
"SEN12055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12056","堕落王子","MON20062","1","MAI00005|MAI00005|MAI00005","2|2|2","AAI00045|AAI00046|AAI00020","1|1|1","ACT00001","33000","","124355","99","3464","431","0","100000","0","3","-1","-1","4","1227","MTR10242","100000","","","","","","","",""
"SEN12057","陈","MON40061","1","MAI00005","2","AAI00073","2","","","","93307","99","4253","918","0","100000","0","3","-1","-1","1","966","MTR10240","100000","","","","","","","",""
"SEN12058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN12060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
