"id","name","monster_id","boss","move_ai","movable_count","attack_ai","attackable_count","ai_change_type","ai_percent","ai_point","hp","parts_count","attack","defense","critical","accuracy","miss","position_restriction","x","y","attribute","drop_coin","drop_material1","material_rate1","drop_material2","material_rate2","drop_material3","material_rate3","drop_piece","drop_level"
"NEN08087","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","35","","","","","","","",""
"NEN08088","水重火炮","MON20070","0","MAI00006","1","AAI00111","2","","","","7","99","1118","100000","0","100000","0","3","-1","-1","2","11","","","","","","","",""
"NEN08089","冰冷南瓜","MON20051","0","MAI00005","2","AAI00002","1","","","","6","99","1206","4500","0","100000","0","3","-1","-1","2","13","PUM20001","50000","STS00001","50000","","","",""
"NEN08090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08091","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","2","34","","","","","","","",""
"NEN08092","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","31","","","","","","","",""
"NEN08093","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","2","33","","","","","","","",""
"NEN08094","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","2171","99","1658","68","0","100000","0","3","-1","-1","2","44","","","","","","","",""
"NEN08095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08096","冰冷蝙蝠","MON20005","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","2","32","MTR10206","100000","","","","","",""
"NEN08097","冰冷蝙蝠","MON20005","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","2","36","","","","","","","",""
"NEN08098","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","31","","","","","","","",""
"NEN08099","水重火炮","MON20070","0","MAI00006","1","AAI00111","2","","","","7","99","1118","100000","0","100000","0","3","-1","-1","2","13","","","","","","","",""
"NEN08100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08101","冰冷猫头鹰","MON20008","0","MAI00005","2","AAI00030","1","","","","2171","99","1013","0","0","100000","0","3","-1","-1","2","35","MTR10121","100000","","","","","",""
"NEN08102","冰冷蝙蝠","MON20005","0","MAI00005","3","AAI00002","1","","","","2040","99","1388","34","0","100000","0","3","-1","-1","2","39","","","","","","","",""
"NEN08103","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","2","39","","","","","","","",""
"NEN08104","龙人猎潮者","MON20015","0","MAI00005","2","AAI00010","1","","","","3800","99","2029","205","0","100000","0","3","-1","-1","2","55","","","","","","","",""
"NEN08105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08106","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","2","34","","","","","","","",""
"NEN08107","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","36","","","","","","","",""
"NEN08108","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","33","","","","","","","",""
"NEN08109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08111","冷酷的奥格瑞玛步兵","MON20007","0","MAI00005","1","AAI00001","1","","","","842","99","3040","0","0","100000","0","3","-1","-1","2","34","MTR10044","100000","","","","","",""
"NEN08112","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","30","","","","","","","",""
"NEN08113","水重火炮","MON20070","0","MAI00006","1","AAI00111","2","","","","7","99","1118","100000","0","100000","0","3","-1","-1","2","10","","","","","","","",""
"NEN08114","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","31","","","","","","","",""
"NEN08115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08116","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","35","","","","","","","",""
"NEN08117","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","2171","99","1658","68","0","100000","0","3","-1","-1","2","41","","","","","","","",""
"NEN08118","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","2171","99","1658","68","0","100000","0","3","-1","-1","2","43","","","","","","","",""
"NEN08119","冰冷南瓜","MON20051","0","MAI00005","2","AAI00002","1","","","","6","99","1206","4500","0","100000","0","3","-1","-1","2","11","PUM20001","50000","STS00001","50000","","","",""
"NEN08120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08121","冷酷矿工","MON20003","0","MAI00005","2","AAI00002","1","","","","1763","99","1526","0","0","100000","0","3","-1","-1","2","36","MTR10207","100000","","","","","",""
"NEN08122","水JJ怪","MON20072","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1855","99","1013","301","0","100000","0","3","-1","-1","2","26","","","","","","","",""
"NEN08123","水小恶魔","MON20069","0","MAI00005","2","AAI00002","2","","","","2171","99","1658","68","0","100000","0","3","-1","-1","2","43","","","","","","","",""
"NEN08124","冰冷猫头鹰","MON20008","0","MAI00005","2","AAI00030","1","","","","2171","99","1013","0","0","100000","0","3","-1","-1","2","27","","","","","","","",""
"NEN08125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08126","食人魔法师","MON20010","1","MAI00006","1","AAI00116","1","","","","19606","99","2125","205","0","100000","0","3","-1","-1","2","200","MTR00002","100000","","","","","",""
"NEN08127","鸡巴脸","MON20073","1","MAI00005","3","AAI00005","1","","","","16974","99","2432","0","0","100000","0","3","-1","-1","2","190","MTR00002","100000","","","","","",""
"NEN08128","冰霜作战傀儡","MON20028","1","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","0","46317","99","2229","205","0","100000","0","3","-1","-1","2","466","MTR00002","100000","","","","","",""
"NEN08129","光明王子","MON20054","1","MAI00005","2","AAI00072","2","","","","63226","99","1653","439","0","100000","0","3","-1","-1","2","584","MTR00005","100000","","","","","",""
"NEN08130","珍娜","MON20065","1","MAI00005|MAI00002|MAI00005","2|2|2","AAI00020|AAI00021|AAI00020","1|1|1","ACT00001","33000","0","38093","99","2550","474","0","100000","0","3","-1","-1","2","439","MTR00007","100000","","","","","",""
"NEN08131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN08150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09001","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","30","MTR10005","100000","","","","","",""
"NEN09002","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","34","","","","","","","",""
"NEN09003","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","31","","","","","","","",""
"NEN09004","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","28","","","","","","","",""
"NEN09005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09006","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","27","","","","","","","",""
"NEN09007","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","30","","","","","","","",""
"NEN09008","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","39","","","","","","","",""
"NEN09009","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN09010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09011","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","31","MTR10189","100000","","","","","",""
"NEN09012","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09013","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","28","","","","","","","",""
"NEN09014","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN09015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09016","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","31","","","","","","","",""
"NEN09017","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN09018","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","32","","","","","","","",""
"NEN09019","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","34","","","","","","","",""
"NEN09020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09021","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","32","MTR10190","100000","","","","","",""
"NEN09022","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","32","","","","","","","",""
"NEN09023","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN09024","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09026","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","29","MTR10191","100000","","","","","",""
"NEN09027","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","36","","","","","","","",""
"NEN09028","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN09029","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN09030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09031","龙人唤雷者","MON30015","0","MAI00005","2","AAI00010","1","","","","3375","99","1845","172","0","100000","0","3","-1","-1","3","54","","","","","","","",""
"NEN09032","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","2288","99","965","114","0","100000","0","3","-1","-1","3","30","","","","","","","",""
"NEN09033","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","32","","","","","","","",""
"NEN09034","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09036","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","9","MTR10192","100000","","","","","",""
"NEN09037","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","36","","","","","","","",""
"NEN09038","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","28","","","","","","","",""
"NEN09039","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","2288","99","965","114","0","100000","0","3","-1","-1","3","37","","","","","","","",""
"NEN09040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09041","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","2288","99","965","114","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09042","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","35","","","","","","","",""
"NEN09043","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","11","","","","","","","",""
"NEN09044","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","28","","","","","","","",""
"NEN09045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09046","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","27","MTR10130","100000","","","","","",""
"NEN09047","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","37","","","","","","","",""
"NEN09048","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","34","","","","","","","",""
"NEN09049","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN09050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09051","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","28","MTR10077","100000","","","","","",""
"NEN09052","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","34","","","","","","","",""
"NEN09053","雷鸣南瓜","MON30051","0","MAI00005","2","AAI00002","1","","","","6","99","1148","4500","0","100000","0","3","-1","-1","3","10","PUM30001","50000","STS00001","50000","","","",""
"NEN09054","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","28","","","","","","","",""
"NEN09055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09056","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","2288","99","965","114","0","100000","0","3","-1","-1","3","32","","","","","","","",""
"NEN09057","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","9","","","","","","","",""
"NEN09058","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","2288","99","965","114","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN09059","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","38","","","","","","","",""
"NEN09060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09061","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","40","MTR10193","100000","","","","","",""
"NEN09062","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","27","","","","","","","",""
"NEN09063","龙人唤雷者","MON30015","0","MAI00005","2","AAI00010","1","","","","3375","99","1845","172","0","100000","0","3","-1","-1","3","49","","","","","","","",""
"NEN09064","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","41","","","","","","","",""
"NEN09065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09066","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","30","","","","","","","",""
"NEN09067","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09068","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","26","","","","","","","",""
"NEN09069","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN09070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09071","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","30","MTR10151","100000","","","","","",""
"NEN09072","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","35","","","","","","","",""
"NEN09073","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","2288","99","965","114","0","100000","0","3","-1","-1","3","28","","","","","","","",""
"NEN09074","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","9","","","","","","","",""
"NEN09075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09076","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","40","MTR10133","100000","","","","","",""
"NEN09077","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","11","","","","","","","",""
"NEN09078","金龙","MON30065","0","MAI00005","2","AAI00002","1","","","","2746","99","1348","420","0","100000","0","3","-1","-1","3","47","","","","","","","",""
"NEN09079","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09081","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","36","","","","","","","",""
"NEN09082","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","11","","","","","","","",""
"NEN09083","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN09084","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09086","雷元素","MON30001","0","MAI00005","1","AAI00002","1","","","","2288","99","965","114","0","100000","0","3","-1","-1","3","34","MTR10194","100000","","","","","",""
"NEN09087","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","36","","","","","","","",""
"NEN09088","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","36","","","","","","","",""
"NEN09089","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","27","","","","","","","",""
"NEN09090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09091","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","32","","","","","","","",""
"NEN09092","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","30","","","","","","","",""
"NEN09093","金龙","MON30065","0","MAI00005","2","AAI00002","1","","","","2746","99","1348","420","0","100000","0","3","-1","-1","3","43","","","","","","","",""
"NEN09094","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","32","","","","","","","",""
"NEN09095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09096","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","25","MTR10115","100000","","","","","",""
"NEN09097","暴躁矿工","MON30003","0","MAI00005","2","AAI00002","1","","","","1573","99","1359","0","0","100000","0","3","-1","-1","3","30","","","","","","","",""
"NEN09098","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","10","","","","","","","",""
"NEN09099","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","10","","","","","","","",""
"NEN09100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09101","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","9","MTR10195","100000","","","","","",""
"NEN09102","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09103","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09104","龙人唤雷者","MON30015","0","MAI00005","2","AAI00010","1","","","","3375","99","1845","172","0","100000","0","3","-1","-1","3","54","","","","","","","",""
"NEN09105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09106","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN09107","雷鸣蝙蝠","MON30005","0","MAI00005","3","AAI00002","1","","","","1788","99","1251","29","0","100000","0","3","-1","-1","3","32","","","","","","","",""
"NEN09108","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","39","","","","","","","",""
"NEN09109","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","11","","","","","","","",""
"NEN09110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09111","暴躁的奥格瑞玛步兵","MON30007","0","MAI00005","1","AAI00001","1","","","","786","99","2788","0","0","100000","0","3","-1","-1","3","34","MTR10196","100000","","","","","",""
"NEN09112","雷小恶魔","MON30072","0","MAI00005","2","AAI00002","2","","","","1931","99","1501","57","0","100000","0","3","-1","-1","3","37","","","","","","","",""
"NEN09113","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","32","","","","","","","",""
"NEN09114","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","10","","","","","","","",""
"NEN09115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09116","龙人唤雷者","MON30015","0","MAI00005","2","AAI00010","1","","","","3375","99","1845","172","0","100000","0","3","-1","-1","3","47","","","","","","","",""
"NEN09117","金龙","MON30065","0","MAI00005","2","AAI00002","1","","","","2746","99","1348","420","0","100000","0","3","-1","-1","3","39","","","","","","","",""
"NEN09118","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","28","","","","","","","",""
"NEN09119","雷JJ怪","MON30075","0","MAI00005|MAI00005","1|0","AAI00002|AAI00102","1|1","ACT00004","50000","","1716","99","929","270","0","100000","0","3","-1","-1","3","30","","","","","","","",""
"NEN09120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09121","雷重火炮","MON30073","0","MAI00006","1","AAI00112","2","","","","6","99","1001","100000","0","100000","0","3","-1","-1","3","11","MTR10197","100000","","","","","",""
"NEN09122","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","33","","","","","","","",""
"NEN09123","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","29","","","","","","","",""
"NEN09124","雷鸣猫头鹰","MON30008","0","MAI00005","2","AAI00031","1","","","","1931","99","929","0","0","100000","0","3","-1","-1","3","30","","","","","","","",""
"NEN09125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEN09126","鹰身人","MON30010","1","MAI00005","2","AAI00006","2","","","","17873","99","1966","172","0","100000","0","3","-1","-1","3","226","MTR00004","100000","","","","","",""
"NEN09127","加兹瑞拉的子嗣","MON30038","1","MAI00005|MAI00005|MAI00005","2|2|2","AAI00007|AAI00009|AAI00007","1|1|1","ACT00001","33000","0","47567","99","2145","172","0","100000","0","3","-1","-1","3","452","MTR00004","100000","","","","","",""
"NEN09128","雷霆作战傀儡","MON30028","1","MAI00005|MAI00006|MAI00005","2|2|2","AAI00007|AAI00008|AAI00007","1|1|1","ACT00001","33000","0","40058","99","1947","172","0","100000","0","3","-1","-1","3","470","MTR00004","100000","","","","","",""
